year,county,heat wave count,cold wave count
1974,King and Queen County,2,0
1974,Lancaster County,3,0
1974,Loudoun County,1,1
1974,Louisa County,6,1
1974,Lunenburg County,2,0
1974,Lynchburg city,1,0
1974,Madison County,2,1
1974,Manassas Park city,1,1
1974,Manassas city,2,0
1974,Martinsville city,1,0
1974,Mathews County,3,0
1974,Mecklenburg County,4,0
1974,Middlesex County,6,0
1974,New Kent County,6,0
1974,Newport News city,3,0
1974,Norfolk city,3,0
1974,Northampton County,1,0
1974,Northumberland County,3,0
1974,Nottoway County,2,0
1974,Orange County,2,0
1974,Petersburg city,6,0
1974,Pittsylvania County,2,0
1974,Poquoson city,1,0
1974,Portsmouth city,3,0
1974,Powhatan County,8,0
1974,Prince Edward County,1,0
1974,Prince George County,3,0
1974,Prince William County,3,1
1974,Richmond County,5,0
1974,Richmond city,7,0
1974,Roanoke city,2,0
1974,Shenandoah County,1,6
1974,Southampton County,5,0
1974,Spotsylvania County,6,0
1974,Stafford County,2,0
1974,Suffolk city,4,0
1974,Surry County,5,0
1974,Sussex County,5,0
1974,Virginia Beach city,2,0
1974,Westmoreland County,2,0
1974,Williamsburg city,3,0
1974,York County,6,0
1975,Accomack County,3,0
1975,Albemarle County,4,1
1975,Alexandria city,2,0
1975,Amelia County,7,0
1975,Amherst County,1,3
1975,Appomattox County,3,1
1975,Arlington County,3,1
1975,Bedford County,3,3
1975,Bristol city,1,0
1975,Brunswick County,5,1
1975,Buckingham County,4,2
1975,Buena Vista city,1,2
1975,Campbell County,3,1
1975,Caroline County,4,1
1975,Charles City County,4,0
1975,Charlotte County,5,2
1975,Charlottesville city,2,1
1975,Chesapeake city,3,0
1975,Chesterfield County,6,0
1975,Clarke County,2,2
1975,Colonial Heights city,4,0
1975,Covington city,2,4
1975,Culpeper County,4,3
1975,Cumberland County,3,1
1975,Danville city,5,0
1975,Dinwiddie County,4,0
1975,Emporia city,5,0
1975,Essex County,5,1
1975,Fairfax County,2,3
1975,Fairfax city,1,2
1975,Falls Church city,4,2
1975,Fauquier County,3,5
1975,Fluvanna County,4,5
1975,Franklin city,5,0
1975,Frederick County,2,1
1975,Fredericksburg city,3,3
1975,Gloucester County,5,0
1975,Goochland County,8,2
1975,Greene County,1,4
1975,Greensville County,9,0
1975,Halifax County,5,1
1975,Hampton city,7,0
1975,Hanover County,4,2
1975,Harrisonburg city,1,0
1975,Henrico County,5,0
1975,Henry County,2,3
1975,Hopewell city,5,0
1975,Isle of Wight County,8,0
1975,James City County,6,0
1975,King George County,5,1
1975,King William County,5,0
1975,King and Queen County,6,0
1975,Lancaster County,4,0
1975,Loudoun County,2,4
1975,Louisa County,2,4
1975,Lunenburg County,5,1
1975,Lynchburg city,4,2
1975,Madison County,2,3
1975,Manassas Park city,4,3
1975,Manassas city,3,3
1975,Martinsville city,3,1
1975,Mathews County,3,0
1975,Mecklenburg County,5,1
1975,Middlesex County,2,0
1975,Nelson County,1,2
1975,New Kent County,5,0
1975,Newport News city,2,0
1975,Norfolk city,4,0
1975,Northampton County,3,0
1975,Northumberland County,5,0
1975,Nottoway County,4,1
1975,Orange County,2,4
1975,Petersburg city,4,0
1975,Pittsylvania County,4,1
1975,Poquoson city,4,0
1975,Portsmouth city,6,0
1975,Powhatan County,5,2
1975,Prince Edward County,5,1
1975,Prince George County,4,0
1975,Prince William County,5,1
1975,Rappahannock County,2,2
1975,Richmond County,5,0
1975,Richmond city,6,0
1975,Roanoke city,5,3
1975,Salem city,4,3
1975,Shenandoah County,2,5
1975,Southampton County,6,0
1975,Spotsylvania County,3,3
1975,Stafford County,4,1
1975,Suffolk city,4,0
1975,Surry County,4,0
1975,Sussex County,5,0
1975,Virginia Beach city,4,0
1975,Warren County,2,2
1975,Westmoreland County,4,0
1975,Williamsburg city,5,0
1975,Winchester city,2,3
1975,York County,5,0
1976,Accomack County,3,2
1976,Albemarle County,1,9
1976,Alexandria city,3,11
1976,Amelia County,7,6
1976,Appomattox County,7,10
1976,Bristol city,1,11
1976,Brunswick County,2,4
1976,Buckingham County,7,7
1976,Buena Vista city,4,11
1976,Campbell County,3,7
1976,Caroline County,2,5
1976,Charles City County,6,2
1976,Charlotte County,3,8
1976,Charlottesville city,5,10
1976,Chesapeake city,4,1
1976,Chesterfield County,9,4
1976,Clarke County,1,12
1976,Colonial Heights city,6,2
1976,Culpeper County,5,14
1976,Cumberland County,11,8
1976,Danville city,8,6
1976,Dinwiddie County,5,4
1976,Emporia city,6,4
1976,Essex County,6,7
1976,Falls Church city,1,9
1976,Fluvanna County,9,8
1976,Franklin County,3,8
1976,Franklin city,3,1
1976,Frederick County,1,7
1976,Fredericksburg city,4,10
1976,Gloucester County,2,1
1976,Goochland County,10,8
1976,Greensville County,5,5
1976,Halifax County,2,8
1976,Hampton city,5,1
1976,Hanover County,8,5
1976,Harrisonburg city,1,13
1976,Henrico County,8,6
1976,Henry County,10,10
1976,Hopewell city,8,2
1976,Isle of Wight County,2,2
1976,James City County,4,2
1976,King George County,4,5
1976,King William County,3,6
1976,King and Queen County,6,4
1976,Lancaster County,3,2
1976,Louisa County,5,7
1976,Lunenburg County,9,8
1976,Lynchburg city,2,7
1976,Manassas Park city,1,9
1976,Manassas city,1,10
1976,Martinsville city,5,10
1976,Mathews County,3,2
1976,Mecklenburg County,6,5
1976,Middlesex County,1,2
1976,New Kent County,6,4
1976,Newport News city,3,1
1976,Norfolk city,3,0
1976,Northampton County,1,1
1976,Northumberland County,2,2
1976,Nottoway County,4,6
1976,Orange County,6,13
1976,Patrick County,1,8
1976,Petersburg city,8,2
1976,Pittsylvania County,6,9
1976,Poquoson city,2,1
1976,Portsmouth city,4,0
1976,Powhatan County,14,8
1976,Prince Edward County,13,4
1976,Prince George County,10,2
1976,Prince William County,1,13
1976,Richmond County,5,3
1976,Richmond city,8,5
1976,Roanoke city,2,12
1976,Salem city,2,9
1976,Southampton County,4,2
1976,Spotsylvania County,8,9
1976,Stafford County,4,8
1976,Suffolk city,4,2
1976,Surry County,8,2
1976,Sussex County,6,2
1976,Virginia Beach city,1,1
1976,Warren County,1,12
1976,Westmoreland County,1,3
1976,Williamsburg city,4,2
1976,Winchester city,1,13
1976,York County,4,2
1977,Accomack County,12,6
1977,Albemarle County,18,24
1977,Alexandria city,17,20
1977,Alleghany County,7,25
1977,Amelia County,23,21
1977,Amherst County,12,21
1977,Appomattox County,22,24
1977,Arlington County,12,19
1977,Augusta County,11,27
1977,Bath County,4,26
1977,Bedford County,17,22
1977,Botetourt County,11,18
1977,Bristol city,9,24
1977,Brunswick County,21,13
1977,Buchanan County,5,28
1977,Buckingham County,19,25
1977,Buena Vista city,16,26
1977,Campbell County,16,22
1977,Caroline County,25,20
1977,Carroll County,3,21
1977,Charles City County,22,8
1977,Charlotte County,23,17
1977,Charlottesville city,21,23
1977,Chesapeake city,16,5
1977,Chesterfield County,25,15
1977,Clarke County,15,26
1977,Colonial Heights city,24,11
1977,Covington city,10,24
1977,Craig County,4,21
1977,Culpeper County,19,23
1977,Cumberland County,22,21
1977,Danville city,17,13
1977,Dickenson County,3,24
1977,Dinwiddie County,24,14
1977,Emporia city,22,13
1977,Essex County,20,20
1977,Fairfax County,12,21
1977,Fairfax city,12,21
1977,Falls Church city,12,21
1977,Fauquier County,13,24
1977,Floyd County,1,22
1977,Fluvanna County,27,24
1977,Franklin County,15,18
1977,Franklin city,28,8
1977,Frederick County,13,26
1977,Fredericksburg city,21,25
1977,Galax city,2,25
1977,Giles County,1,30
1977,Gloucester County,20,8
1977,Goochland County,24,21
1977,Greene County,16,26
1977,Greensville County,23,11
1977,Halifax County,20,15
1977,Hampton city,20,4
1977,Hanover County,23,26
1977,Harrisonburg city,13,27
1977,Henrico County,16,19
1977,Henry County,20,21
1977,Highland County,1,30
1977,Hopewell city,23,8
1977,Isle of Wight County,16,6
1977,James City County,15,7
1977,King George County,16,19
1977,King William County,23,16
1977,King and Queen County,19,19
1977,Lancaster County,19,10
1977,Lee County,7,24
1977,Loudoun County,10,22
1977,Louisa County,22,21
1977,Lunenburg County,19,17
1977,Lynchburg city,18,24
1977,Madison County,14,23
1977,Manassas Park city,14,17
1977,Manassas city,14,22
1977,Martinsville city,23,20
1977,Mathews County,19,7
1977,Mecklenburg County,22,14
1977,Middlesex County,20,12
1977,Montgomery County,5,24
1977,Nelson County,14,26
1977,New Kent County,26,15
1977,Newport News city,20,5
1977,Norfolk city,17,4
1977,Northampton County,14,5
1977,Northumberland County,17,13
1977,Nottoway County,22,24
1977,Orange County,22,26
1977,Page County,10,27
1977,Patrick County,15,24
1977,Petersburg city,21,10
1977,Pittsylvania County,22,12
1977,Poquoson city,18,5
1977,Portsmouth city,16,4
1977,Powhatan County,21,25
1977,Prince Edward County,17,22
1977,Prince George County,22,10
1977,Prince William County,18,23
1977,Pulaski County,1,25
1977,Radford city,5,27
1977,Rappahannock County,15,29
1977,Richmond County,18,16
1977,Richmond city,27,15
1977,Roanoke County,13,30
1977,Roanoke city,19,21
1977,Rockbridge County,11,23
1977,Rockingham County,9,28
1977,Salem city,16,20
1977,Scott County,6,24
1977,Shenandoah County,13,24
1977,Southampton County,23,10
1977,Spotsylvania County,21,22
1977,Stafford County,16,22
1977,Staunton city,14,28
1977,Suffolk city,23,6
1977,Surry County,20,7
1977,Sussex County,16,13
1977,Virginia Beach city,17,4
1977,Warren County,13,25
1977,Washington County,4,29
1977,Waynesboro city,15,23
1977,Westmoreland County,19,14
1977,Williamsburg city,21,7
1977,Winchester city,13,29
1977,Wythe County,2,28
1977,York County,21,5
1978,Accomack County,3,1
1978,Albemarle County,1,17
1978,Alexandria city,3,10
1978,Alleghany County,1,21
1978,Amelia County,4,7
1978,Amherst County,2,6
1978,Appomattox County,4,14
1978,Arlington County,4,8
1978,Augusta County,1,24
1978,Bedford County,2,10
1978,Botetourt County,2,13
1978,Bristol city,1,11
1978,Brunswick County,3,5
1978,Buckingham County,8,12
1978,Buena Vista city,3,16
1978,Campbell County,2,6
1978,Caroline County,7,9
1978,Charles City County,7,3
1978,Charlotte County,4,4
1978,Charlottesville city,3,13
1978,Chesapeake city,6,2
1978,Chesterfield County,8,4
1978,Clarke County,2,17
1978,Colonial Heights city,8,3
1978,Covington city,2,19
1978,Craig County,1,19
1978,Culpeper County,4,12
1978,Cumberland County,6,8
1978,Danville city,6,3
1978,Dinwiddie County,6,2
1978,Emporia city,9,6
1978,Essex County,2,8
1978,Fairfax County,2,9
1978,Fairfax city,3,8
1978,Falls Church city,2,5
1978,Fauquier County,3,14
1978,Fluvanna County,6,9
1978,Franklin County,6,9
1978,Franklin city,6,5
1978,Frederick County,2,17
1978,Fredericksburg city,6,13
1978,Gloucester County,6,3
1978,Goochland County,7,11
1978,Greene County,2,20
1978,Greensville County,5,4
1978,Halifax County,5,3
1978,Hampton city,6,1
1978,Hanover County,8,12
1978,Henrico County,11,4
1978,Henry County,5,5
1978,Hopewell city,5,3
1978,Isle of Wight County,3,3
1978,James City County,6,3
1978,King George County,6,10
1978,King William County,8,8
1978,King and Queen County,8,9
1978,Lancaster County,5,4
1978,Lee County,1,13
1978,Loudoun County,2,19
1978,Louisa County,7,16
1978,Lunenburg County,4,3
1978,Lynchburg city,3,14
1978,Madison County,2,14
1978,Manassas Park city,4,8
1978,Manassas city,4,10
1978,Martinsville city,9,6
1978,Mathews County,5,2
1978,Mecklenburg County,6,4
1978,Middlesex County,5,4
1978,Nelson County,2,15
1978,New Kent County,7,4
1978,Newport News city,6,1
1978,Norfolk city,3,1
1978,Northampton County,3,1
1978,Northumberland County,3,4
1978,Nottoway County,4,6
1978,Orange County,5,11
1978,Page County,1,19
1978,Petersburg city,7,4
1978,Pittsylvania County,6,4
1978,Poquoson city,5,1
1978,Portsmouth city,5,1
1978,Powhatan County,4,12
1978,Prince Edward County,5,9
1978,Prince George County,11,3
1978,Prince William County,3,11
1978,Radford city,1,15
1978,Rappahannock County,3,21
1978,Richmond County,3,3
1978,Richmond city,8,8
1978,Roanoke County,2,10
1978,Roanoke city,2,12
1978,Rockbridge County,2,17
1978,Rockingham County,1,20
1978,Salem city,5,14
1978,Shenandoah County,3,19
1978,Southampton County,6,6
1978,Spotsylvania County,7,12
1978,Stafford County,3,14
1978,Staunton city,2,26
1978,Suffolk city,4,2
1978,Surry County,4,3
1978,Sussex County,9,3
1978,Virginia Beach city,3,1
1978,Warren County,3,16
1978,Waynesboro city,3,17
1978,Westmoreland County,3,4
1978,Williamsburg city,6,3
1978,Winchester city,3,15
1978,York County,6,3
1979,Accomack County,1,7
1979,Albemarle County,2,14
1979,Alexandria city,2,11
1979,Amelia County,1,9
1979,Amherst County,1,13
1979,Appomattox County,1,10
1979,Arlington County,1,13
1979,Bedford County,2,11
1979,Botetourt County,1,9
1979,Brunswick County,4,9
1979,Buckingham County,3,12
1979,Buena Vista city,1,13
1979,Campbell County,2,10
1979,Caroline County,2,12
1979,Charles City County,2,6
1979,Charlotte County,2,10
1979,Charlottesville city,3,12
1979,Chesapeake city,3,4
1979,Chesterfield County,2,10
1979,Clarke County,1,16
1979,Colonial Heights city,2,9
1979,Covington city,1,13
1979,Culpeper County,4,14
1979,Danville city,2,7
1979,Dinwiddie County,3,10
1979,Emporia city,3,7
1979,Essex County,4,11
1979,Fairfax County,1,11
1979,Fairfax city,1,14
1979,Falls Church city,1,16
1979,Fluvanna County,1,13
1979,Franklin County,2,10
1979,Franklin city,3,7
1979,Fredericksburg city,2,14
1979,Gloucester County,2,6
1979,Goochland County,4,10
1979,Greene County,2,10
1979,Greensville County,4,7
1979,Halifax County,2,8
1979,Hampton city,2,3
1979,Hanover County,2,12
1979,Harrisonburg city,1,15
1979,Henrico County,2,12
1979,Henry County,2,8
1979,Hopewell city,3,8
1979,Isle of Wight County,4,4
1979,James City County,1,5
1979,King George County,1,10
1979,King William County,3,12
1979,King and Queen County,2,9
1979,Lancaster County,2,10
1979,Loudoun County,1,14
1979,Louisa County,2,15
1979,Lunenburg County,3,9
1979,Lynchburg city,2,11
1979,Madison County,2,13
1979,Manassas Park city,1,12
1979,Manassas city,3,16
1979,Martinsville city,1,9
1979,Mathews County,2,5
1979,Mecklenburg County,3,8
1979,Middlesex County,2,8
1979,Nelson County,2,11
1979,New Kent County,1,11
1979,Newport News city,2,4
1979,Norfolk city,2,1
1979,Northampton County,3,4
1979,Northumberland County,2,9
1979,Nottoway County,2,11
1979,Orange County,2,14
1979,Patrick County,1,9
1979,Petersburg city,5,8
1979,Pittsylvania County,2,8
1979,Poquoson city,3,4
1979,Portsmouth city,1,1
1979,Powhatan County,3,11
1979,Prince Edward County,3,10
1979,Prince George County,1,7
1979,Prince William County,2,10
1979,Rappahannock County,1,13
1979,Richmond County,1,10
1979,Richmond city,4,12
1979,Roanoke County,1,12
1979,Roanoke city,2,11
1979,Rockbridge County,1,11
1979,Salem city,2,8
1979,Southampton County,5,8
1979,Spotsylvania County,2,16
1979,Stafford County,2,11
1979,Staunton city,1,13
1979,Suffolk city,1,5
1979,Surry County,1,6
1979,Sussex County,4,9
1979,Virginia Beach city,1,1
1979,Warren County,1,17
1979,Waynesboro city,2,14
1979,Williamsburg city,3,3
1979,Winchester city,2,12
1979,York County,1,4
1980,Accomack County,15,2
1980,Albemarle County,17,14
1980,Alexandria city,24,10
1980,Alleghany County,2,15
1980,Amelia County,23,11
1980,Amherst County,16,12
1980,Appomattox County,20,11
1980,Arlington County,16,8
1980,Augusta County,8,16
1980,Bath County,4,12
1980,Bedford County,11,12
1980,Bland County,1,13
1980,Botetourt County,9,13
1980,Bristol city,8,12
1980,Brunswick County,22,11
1980,Buchanan County,4,15
1980,Buckingham County,19,12
1980,Buena Vista city,12,12
1980,Campbell County,20,7
1980,Caroline County,26,12
1980,Carroll County,1,12
1980,Charles City County,29,6
1980,Charlotte County,19,7
1980,Charlottesville city,21,11
1980,Chesapeake city,22,5
1980,Chesterfield County,28,10
1980,Clarke County,12,11
1980,Colonial Heights city,20,8
1980,Covington city,9,19
1980,Craig County,4,14
1980,Culpeper County,18,13
1980,Cumberland County,22,12
1980,Danville city,24,9
1980,Dickenson County,5,14
1980,Dinwiddie County,24,10
1980,Emporia city,25,10
1980,Essex County,32,9
1980,Fairfax County,17,10
1980,Fairfax city,21,13
1980,Falls Church city,14,10
1980,Fauquier County,19,11
1980,Floyd County,1,14
1980,Fluvanna County,26,16
1980,Franklin County,16,14
1980,Franklin city,29,6
1980,Frederick County,11,16
1980,Fredericksburg city,21,12
1980,Galax city,2,16
1980,Giles County,1,12
1980,Gloucester County,24,6
1980,Goochland County,25,11
1980,Greene County,12,17
1980,Greensville County,30,9
1980,Halifax County,19,11
1980,Hampton city,21,2
1980,Hanover County,25,12
1980,Harrisonburg city,10,16
1980,Henrico County,27,10
1980,Henry County,15,13
1980,Hopewell city,22,5
1980,Isle of Wight County,21,5
1980,James City County,28,6
1980,King George County,23,8
1980,King William County,29,9
1980,King and Queen County,23,11
1980,Lancaster County,16,9
1980,Lee County,9,15
1980,Loudoun County,15,13
1980,Louisa County,17,15
1980,Lunenburg County,21,11
1980,Lynchburg city,20,9
1980,Madison County,11,15
1980,Manassas Park city,23,11
1980,Manassas city,24,12
1980,Martinsville city,17,13
1980,Mathews County,22,5
1980,Mecklenburg County,22,15
1980,Middlesex County,23,6
1980,Montgomery County,3,14
1980,Nelson County,15,18
1980,New Kent County,28,8
1980,Newport News city,23,3
1980,Norfolk city,19,1
1980,Northampton County,15,3
1980,Northumberland County,17,7
1980,Norton city,1,11
1980,Nottoway County,22,12
1980,Orange County,18,14
1980,Page County,8,16
1980,Patrick County,8,12
1980,Petersburg city,26,8
1980,Pittsylvania County,20,7
1980,Poquoson city,21,3
1980,Portsmouth city,18,2
1980,Powhatan County,26,11
1980,Prince Edward County,17,10
1980,Prince George County,25,6
1980,Prince William County,16,10
1980,Pulaski County,1,14
1980,Radford city,3,11
1980,Rappahannock County,14,18
1980,Richmond County,22,8
1980,Richmond city,27,9
1980,Roanoke County,9,13
1980,Roanoke city,17,12
1980,Rockbridge County,9,11
1980,Rockingham County,6,11
1980,Russell County,4,16
1980,Salem city,13,14
1980,Scott County,6,12
1980,Shenandoah County,9,17
1980,Smyth County,2,15
1980,Southampton County,26,9
1980,Spotsylvania County,26,14
1980,Stafford County,22,10
1980,Staunton city,11,15
1980,Suffolk city,23,4
1980,Surry County,20,6
1980,Sussex County,27,9
1980,Virginia Beach city,20,0
1980,Warren County,9,17
1980,Washington County,3,13
1980,Waynesboro city,10,14
1980,Westmoreland County,23,7
1980,Williamsburg city,27,6
1980,Winchester city,10,12
1980,Wise County,1,10
1980,Wythe County,2,14
1980,York County,25,3
1981,Accomack County,7,5
1981,Albemarle County,5,16
1981,Alexandria city,7,13
1981,Amelia County,7,11
1981,Amherst County,3,16
1981,Appomattox County,7,15
1981,Arlington County,4,13
1981,Bedford County,7,13
1981,Botetourt County,3,14
1981,Brunswick County,8,11
1981,Buckingham County,8,14
1981,Buena Vista city,4,13
1981,Campbell County,7,16
1981,Caroline County,6,12
1981,Charles City County,10,6
1981,Charlotte County,10,12
1981,Charlottesville city,5,15
1981,Chesapeake city,10,7
1981,Chesterfield County,8,11
1981,Clarke County,4,17
1981,Colonial Heights city,9,9
1981,Covington city,3,13
1981,Culpeper County,6,15
1981,Cumberland County,9,15
1981,Danville city,5,12
1981,Dinwiddie County,12,10
1981,Emporia city,13,9
1981,Essex County,14,10
1981,Fairfax County,5,14
1981,Fairfax city,4,11
1981,Falls Church city,6,11
1981,Fauquier County,3,18
1981,Fluvanna County,11,16
1981,Franklin County,7,15
1981,Franklin city,10,8
1981,Frederick County,3,19
1981,Fredericksburg city,5,17
1981,Gloucester County,13,6
1981,Goochland County,12,15
1981,Greene County,2,17
1981,Greensville County,9,10
1981,Halifax County,9,11
1981,Hampton city,12,5
1981,Hanover County,6,13
1981,Harrisonburg city,1,15
1981,Henrico County,12,9
1981,Henry County,12,11
1981,Hopewell city,5,7
1981,Isle of Wight County,12,7
1981,James City County,12,5
1981,King George County,11,12
1981,King William County,11,8
1981,King and Queen County,15,9
1981,Lancaster County,6,8
1981,Loudoun County,2,19
1981,Louisa County,13,12
1981,Lunenburg County,6,11
1981,Lynchburg city,7,14
1981,Madison County,2,18
1981,Manassas Park city,3,15
1981,Manassas city,7,14
1981,Martinsville city,10,11
1981,Mathews County,9,4
1981,Mecklenburg County,10,8
1981,Middlesex County,11,7
1981,Nelson County,2,11
1981,New Kent County,12,10
1981,Newport News city,10,5
1981,Norfolk city,13,5
1981,Northampton County,7,5
1981,Northumberland County,8,7
1981,Nottoway County,9,15
1981,Orange County,4,14
1981,Page County,1,14
1981,Patrick County,4,12
1981,Petersburg city,11,8
1981,Pittsylvania County,10,10
1981,Poquoson city,10,5
1981,Portsmouth city,10,5
1981,Powhatan County,6,12
1981,Prince Edward County,7,13
1981,Prince George County,12,7
1981,Prince William County,6,11
1981,Rappahannock County,3,19
1981,Richmond County,8,11
1981,Richmond city,7,11
1981,Roanoke County,3,15
1981,Roanoke city,9,14
1981,Rockbridge County,1,15
1981,Salem city,7,13
1981,Shenandoah County,3,16
1981,Southampton County,14,8
1981,Spotsylvania County,7,12
1981,Stafford County,9,12
1981,Staunton city,1,14
1981,Suffolk city,11,7
1981,Surry County,11,7
1981,Sussex County,14,8
1981,Virginia Beach city,10,5
1981,Warren County,2,13
1981,Waynesboro city,1,19
1981,Westmoreland County,7,9
1981,Williamsburg city,9,8
1981,Winchester city,4,18
1981,York County,7,6
1982,Accomack County,1,5
1982,Albemarle County,1,12
1982,Alexandria city,3,9
1982,Amelia County,1,10
1982,Arlington County,2,9
1982,Buckingham County,1,10
1982,Caroline County,4,7
1982,Charles City County,2,8
1982,Charlottesville city,2,9
1982,Chesterfield County,2,8
1982,Colonial Heights city,3,6
1982,Culpeper County,2,12
1982,Cumberland County,3,10
1982,Danville city,2,8
1982,Emporia city,5,6
1982,Essex County,1,9
1982,Fairfax County,1,11
1982,Fairfax city,1,12
1982,Fauquier County,2,11
1982,Fluvanna County,1,8
1982,Franklin city,3,5
1982,Fredericksburg city,3,10
1982,Gloucester County,3,4
1982,Goochland County,1,8
1982,Greensville County,2,7
1982,Hampton city,1,3
1982,Hanover County,2,7
1982,Henrico County,3,8
1982,Henry County,2,10
1982,Hopewell city,1,8
1982,Isle of Wight County,3,3
1982,James City County,2,4
1982,King George County,3,7
1982,King William County,1,8
1982,King and Queen County,4,9
1982,Lancaster County,1,8
1982,Loudoun County,1,11
1982,Louisa County,2,10
1982,Manassas Park city,1,11
1982,Manassas city,2,8
1982,Middlesex County,3,9
1982,New Kent County,2,8
1982,Newport News city,2,3
1982,Norfolk city,1,3
1982,Northampton County,1,3
1982,Northumberland County,1,9
1982,Orange County,3,11
1982,Portsmouth city,1,3
1982,Powhatan County,3,9
1982,Prince George County,4,8
1982,Prince William County,2,11
1982,Richmond County,2,6
1982,Richmond city,3,9
1982,Roanoke city,1,7
1982,Salem city,2,10
1982,Southampton County,3,6
1982,Spotsylvania County,3,12
1982,Stafford County,2,10
1982,Suffolk city,3,3
1982,Surry County,1,4
1982,Sussex County,2,7
1982,Westmoreland County,4,9
1982,York County,1,3
1983,Accomack County,16,3
1983,Albemarle County,19,8
1983,Alexandria city,21,5
1983,Alleghany County,6,5
1983,Amelia County,23,5
1983,Amherst County,18,7
1983,Appomattox County,18,5
1983,Arlington County,18,4
1983,Augusta County,7,7
1983,Bath County,4,7
1983,Bedford County,18,6
1983,Bland County,3,5
1983,Botetourt County,17,7
1983,Bristol city,6,6
1983,Brunswick County,21,5
1983,Buchanan County,4,8
1983,Buckingham County,19,6
1983,Buena Vista city,18,8
1983,Campbell County,20,6
1983,Caroline County,27,3
1983,Carroll County,4,5
1983,Charles City County,29,4
1983,Charlotte County,20,8
1983,Charlottesville city,25,8
1983,Chesapeake city,14,3
1983,Chesterfield County,26,5
1983,Clarke County,18,7
1983,Colonial Heights city,27,4
1983,Covington city,15,6
1983,Craig County,5,7
1983,Culpeper County,22,7
1983,Cumberland County,28,7
1983,Danville city,22,4
1983,Dickenson County,3,6
1983,Dinwiddie County,25,6
1983,Emporia city,18,3
1983,Essex County,23,3
1983,Fairfax County,21,5
1983,Fairfax city,20,8
1983,Falls Church city,18,5
1983,Fauquier County,19,5
1983,Floyd County,5,5
1983,Fluvanna County,23,9
1983,Franklin County,18,5
1983,Franklin city,26,4
1983,Frederick County,21,7
1983,Fredericksburg city,23,6
1983,Galax city,5,8
1983,Giles County,4,7
1983,Gloucester County,25,3
1983,Goochland County,28,7
1983,Grayson County,2,9
1983,Greene County,11,6
1983,Greensville County,30,5
1983,Halifax County,20,5
1983,Hampton city,23,3
1983,Hanover County,26,4
1983,Harrisonburg city,13,8
1983,Henrico County,27,5
1983,Henry County,19,7
1983,Hopewell city,28,4
1983,Isle of Wight County,24,3
1983,James City County,23,3
1983,King George County,23,3
1983,King William County,29,5
1983,King and Queen County,29,5
1983,Lancaster County,18,3
1983,Lee County,6,5
1983,Loudoun County,21,7
1983,Louisa County,25,8
1983,Lunenburg County,23,6
1983,Lynchburg city,21,5
1983,Madison County,16,7
1983,Manassas Park city,18,6
1983,Manassas city,20,5
1983,Martinsville city,26,7
1983,Mathews County,27,3
1983,Mecklenburg County,21,6
1983,Middlesex County,20,3
1983,Montgomery County,6,6
1983,Nelson County,18,5
1983,New Kent County,24,4
1983,Newport News city,20,3
1983,Norfolk city,16,3
1983,Northampton County,16,3
1983,Northumberland County,21,3
1983,Norton city,2,4
1983,Nottoway County,24,5
1983,Orange County,25,9
1983,Page County,10,7
1983,Patrick County,14,6
1983,Petersburg city,25,4
1983,Pittsylvania County,27,4
1983,Poquoson city,22,3
1983,Portsmouth city,17,3
1983,Powhatan County,29,6
1983,Prince Edward County,21,5
1983,Prince George County,27,4
1983,Prince William County,20,6
1983,Pulaski County,5,6
1983,Radford city,7,6
1983,Rappahannock County,14,6
1983,Richmond County,26,3
1983,Richmond city,25,5
1983,Roanoke County,16,7
1983,Roanoke city,20,7
1983,Rockbridge County,13,7
1983,Rockingham County,13,7
1983,Russell County,3,6
1983,Salem city,18,7
1983,Scott County,5,6
1983,Shenandoah County,17,10
1983,Smyth County,4,9
1983,Southampton County,20,4
1983,Spotsylvania County,26,7
1983,Stafford County,22,8
1983,Staunton city,18,6
1983,Suffolk city,21,3
1983,Surry County,23,2
1983,Sussex County,23,4
1983,Tazewell County,2,6
1983,Virginia Beach city,16,3
1983,Warren County,14,7
1983,Washington County,4,7
1983,Waynesboro city,12,6
1983,Westmoreland County,25,4
1983,Williamsburg city,23,3
1983,Winchester city,21,6
1983,Wise County,2,7
1983,Wythe County,5,8
1983,York County,21,3
1984,Accomack County,2,2
1984,Albemarle County,7,6
1984,Alexandria city,6,4
1984,Amelia County,8,4
1984,Appomattox County,7,6
1984,Arlington County,5,5
1984,Bedford County,4,4
1984,Botetourt County,2,5
1984,Brunswick County,6,3
1984,Buckingham County,6,3
1984,Buena Vista city,5,5
1984,Campbell County,2,4
1984,Caroline County,7,5
1984,Charles City County,6,3
1984,Charlottesville city,6,5
1984,Chesapeake city,4,1
1984,Chesterfield County,8,4
1984,Clarke County,4,7
1984,Colonial Heights city,7,3
1984,Covington city,5,5
1984,Culpeper County,9,5
1984,Cumberland County,9,4
1984,Danville city,6,4
1984,Dinwiddie County,10,3
1984,Emporia city,6,2
1984,Essex County,6,5
1984,Fairfax County,4,6
1984,Fairfax city,2,7
1984,Falls Church city,3,5
1984,Fauquier County,4,8
1984,Fluvanna County,9,4
1984,Franklin County,1,4
1984,Franklin city,5,1
1984,Frederick County,3,4
1984,Fredericksburg city,6,4
1984,Gloucester County,3,2
1984,Goochland County,7,7
1984,Greene County,4,7
1984,Greensville County,7,2
1984,Halifax County,1,5
1984,Hampton city,4,1
