year,county,heat wave count,cold wave count
1951,Albemarle County,6,8
1951,Alexandria city,4,4
1951,Alleghany County,1,9
1951,Amelia County,12,6
1951,Amherst County,2,5
1951,Appomattox County,5,7
1951,Arlington County,5,7
1951,Bedford County,6,5
1951,Botetourt County,3,8
1951,Bristol city,1,8
1951,Brunswick County,10,2
1951,Buckingham County,6,6
1951,Buena Vista city,5,9
1951,Campbell County,7,6
1951,Caroline County,7,7
1951,Charles City County,8,1
1951,Charlotte County,8,5
1951,Charlottesville city,5,8
1951,Chesapeake city,7,0
1951,Chesterfield County,17,4
1951,Clarke County,1,12
1951,Colonial Heights city,14,2
1951,Covington city,5,6
1951,Craig County,1,8
1951,Culpeper County,5,7
1951,Cumberland County,6,7
1951,Danville city,12,3
1951,Dinwiddie County,11,4
1951,Emporia city,13,5
1951,Essex County,6,3
1951,Fairfax County,4,9
1951,Fairfax city,1,4
1951,Falls Church city,3,4
1951,Fauquier County,2,5
1951,Fluvanna County,10,8
1951,Franklin County,5,5
1951,Franklin city,8,1
1951,Frederick County,1,9
1951,Fredericksburg city,10,5
1951,Gloucester County,6,2
1951,Goochland County,14,7
1951,Greene County,1,7
1951,Greensville County,20,5
1951,Halifax County,8,8
1951,Hampton city,11,0
1951,Hanover County,8,6
1951,Harrisonburg city,3,8
1951,Henrico County,9,3
1951,Henry County,12,4
1951,Hopewell city,11,1
1951,Isle of Wight County,5,0
1951,James City County,10,0
1951,King George County,8,3
1951,King William County,9,6
1951,King and Queen County,9,4
1951,Lancaster County,7,1
1951,Loudoun County,3,5
1951,Louisa County,12,10
1951,Lunenburg County,15,9
1951,Lynchburg city,4,8
1951,Madison County,2,7
1951,Manassas Park city,1,5
1951,Manassas city,2,5
1951,Martinsville city,8,4
1951,Mathews County,5,1
1951,Mecklenburg County,14,5
1951,Middlesex County,9,3
1951,Montgomery County,1,9
1951,Nelson County,1,8
1951,New Kent County,8,2
1951,Newport News city,12,0
1951,Norfolk city,6,0
1951,Northampton County,5,0
1951,Northumberland County,6,3
1951,Nottoway County,8,6
1951,Orange County,7,6
1951,Page County,1,8
1951,Patrick County,3,9
1951,Petersburg city,14,2
1951,Pittsylvania County,6,5
1951,Poquoson city,8,0
1951,Portsmouth city,9,0
1951,Powhatan County,7,8
1951,Prince Edward County,8,7
1951,Prince George County,8,1
1951,Prince William County,3,7
1951,Radford city,2,6
1951,Rappahannock County,1,9
1951,Richmond County,9,3
1951,Richmond city,14,7
1951,Roanoke County,1,8
1951,Roanoke city,10,5
1951,Rockbridge County,3,6
1951,Rockingham County,1,12
1951,Salem city,10,8
1951,Shenandoah County,2,6
1951,Southampton County,12,2
1951,Spotsylvania County,7,6
1951,Stafford County,6,6
1951,Staunton city,4,10
1951,Suffolk city,14,1
1951,Surry County,8,1
1951,Sussex County,14,3
1951,Virginia Beach city,7,0
1951,Warren County,2,10
1951,Waynesboro city,2,7
1951,Westmoreland County,8,2
1951,Williamsburg city,8,0
1951,Winchester city,1,8
1951,York County,9,0
1952,Accomack County,11,0
1952,Albemarle County,14,2
1952,Alexandria city,17,2
1952,Alleghany County,12,2
1952,Amelia County,18,2
1952,Amherst County,17,2
1952,Appomattox County,17,2
1952,Arlington County,15,1
1952,Augusta County,7,3
1952,Bath County,7,1
1952,Bedford County,16,1
1952,Bland County,2,3
1952,Botetourt County,15,2
1952,Bristol city,17,2
1952,Brunswick County,25,1
1952,Buchanan County,6,2
1952,Buckingham County,22,1
1952,Buena Vista city,17,3
1952,Campbell County,15,3
1952,Caroline County,21,2
1952,Carroll County,10,1
1952,Charles City County,17,0
1952,Charlotte County,17,2
1952,Charlottesville city,18,2
1952,Chesapeake city,26,1
1952,Chesterfield County,17,1
1952,Clarke County,13,2
1952,Colonial Heights city,20,0
1952,Covington city,18,2
1952,Craig County,10,1
1952,Culpeper County,20,3
1952,Cumberland County,21,2
1952,Danville city,22,1
1952,Dickenson County,10,2
1952,Dinwiddie County,23,1
1952,Emporia city,21,2
1952,Essex County,22,0
1952,Fairfax County,14,3
1952,Fairfax city,10,2
1952,Falls Church city,13,2
1952,Fauquier County,14,2
1952,Floyd County,2,2
1952,Fluvanna County,21,3
1952,Franklin County,14,1
1952,Franklin city,23,0
1952,Frederick County,13,3
1952,Fredericksburg city,18,1
1952,Galax city,10,2
1952,Giles County,5,3
1952,Gloucester County,23,0
1952,Goochland County,22,2
1952,Grayson County,2,1
1952,Greene County,11,4
1952,Greensville County,26,1
1952,Halifax County,18,0
1952,Hampton city,19,0
1952,Hanover County,14,2
1952,Harrisonburg city,9,2
1952,Henrico County,19,0
1952,Henry County,17,1
1952,Highland County,1,3
1952,Hopewell city,20,0
1952,Isle of Wight County,25,0
1952,James City County,21,0
1952,King George County,22,1
1952,King William County,23,1
1952,King and Queen County,23,1
1952,Lancaster County,26,0
1952,Lee County,17,1
1952,Loudoun County,15,1
1952,Louisa County,20,1
1952,Lunenburg County,22,2
1952,Lynchburg city,20,2
1952,Madison County,11,2
1952,Manassas Park city,15,2
1952,Manassas city,16,1
1952,Martinsville city,19,2
1952,Mathews County,21,0
1952,Mecklenburg County,21,3
1952,Middlesex County,25,0
1952,Montgomery County,10,3
1952,Nelson County,13,2
1952,New Kent County,22,0
1952,Newport News city,19,0
1952,Norfolk city,20,0
1952,Northampton County,17,0
1952,Northumberland County,23,0
1952,Norton city,4,1
1952,Nottoway County,24,0
1952,Orange County,21,2
1952,Page County,7,1
1952,Patrick County,14,2
1952,Petersburg city,27,0
1952,Pittsylvania County,19,0
1952,Poquoson city,22,0
1952,Portsmouth city,16,0
1952,Powhatan County,22,2
1952,Prince Edward County,22,1
1952,Prince George County,21,0
1952,Prince William County,18,2
1952,Pulaski County,10,3
1952,Radford city,11,4
1952,Rappahannock County,11,1
1952,Richmond County,23,0
1952,Richmond city,24,0
1952,Roanoke County,11,1
1952,Roanoke city,17,2
1952,Rockbridge County,15,3
1952,Rockingham County,7,2
1952,Russell County,11,2
1952,Salem city,22,2
1952,Scott County,14,2
1952,Shenandoah County,12,3
1952,Smyth County,5,3
1952,Southampton County,26,0
1952,Spotsylvania County,16,2
1952,Stafford County,15,0
1952,Staunton city,11,2
1952,Suffolk city,19,0
1952,Surry County,16,0
1952,Sussex County,22,0
1952,Tazewell County,2,2
1952,Virginia Beach city,18,0
1952,Warren County,11,3
1952,Washington County,13,0
1952,Waynesboro city,10,3
1952,Westmoreland County,18,1
1952,Williamsburg city,24,1
1952,Winchester city,13,0
1952,Wise County,5,2
1952,Wythe County,8,2
1952,York County,18,0
1953,Accomack County,12,0
1953,Albemarle County,21,1
1953,Alexandria city,19,0
1953,Alleghany County,7,2
1953,Amelia County,28,2
1953,Amherst County,16,1
1953,Appomattox County,18,1
1953,Arlington County,17,0
1953,Augusta County,8,3
1953,Bath County,6,5
1953,Bedford County,16,2
1953,Bland County,3,1
1953,Botetourt County,13,2
1953,Bristol city,14,4
1953,Brunswick County,26,1
1953,Buchanan County,7,3
1953,Buckingham County,21,1
1953,Buena Vista city,15,2
1953,Campbell County,12,1
1953,Caroline County,21,1
1953,Charles City County,22,0
1953,Charlotte County,20,1
1953,Charlottesville city,24,1
1953,Chesapeake city,19,0
1953,Chesterfield County,20,2
1953,Clarke County,16,1
1953,Colonial Heights city,28,1
1953,Covington city,15,3
1953,Craig County,10,1
1953,Culpeper County,19,2
1953,Cumberland County,23,1
1953,Danville city,20,2
1953,Dickenson County,7,3
1953,Dinwiddie County,21,2
1953,Emporia city,22,2
1953,Essex County,26,1
1953,Fairfax County,16,1
1953,Fairfax city,13,1
1953,Falls Church city,15,1
1953,Fauquier County,15,2
1953,Fluvanna County,20,2
1953,Franklin County,16,0
1953,Franklin city,19,0
1953,Frederick County,18,2
1953,Fredericksburg city,21,1
1953,Giles County,4,2
1953,Gloucester County,18,0
1953,Goochland County,26,2
1953,Greene County,15,2
1953,Greensville County,29,1
1953,Halifax County,17,1
1953,Hampton city,22,0
1953,Hanover County,28,1
1953,Harrisonburg city,13,2
1953,Henrico County,27,0
1953,Henry County,14,1
1953,Highland County,1,3
1953,Hopewell city,24,0
1953,Isle of Wight County,22,0
1953,James City County,21,0
1953,King George County,17,1
1953,King William County,27,2
1953,King and Queen County,26,1
1953,Lancaster County,24,0
1953,Lee County,12,2
1953,Loudoun County,14,1
1953,Louisa County,26,2
1953,Lunenburg County,24,0
1953,Lynchburg city,15,2
1953,Madison County,15,2
1953,Manassas Park city,16,2
1953,Manassas city,15,2
1953,Martinsville city,21,2
1953,Mathews County,19,0
1953,Mecklenburg County,22,2
1953,Middlesex County,22,0
1953,Montgomery County,8,5
1953,Nelson County,19,1
1953,New Kent County,25,1
1953,Newport News city,21,0
1953,Norfolk city,18,0
1953,Northampton County,15,0
1953,Northumberland County,19,0
1953,Norton city,5,3
1953,Nottoway County,22,2
1953,Orange County,16,2
1953,Page County,13,3
1953,Patrick County,12,2
1953,Petersburg city,19,1
1953,Pittsylvania County,24,1
1953,Poquoson city,22,0
1953,Portsmouth city,13,0
1953,Powhatan County,25,2
1953,Prince Edward County,22,2
1953,Prince George County,26,0
1953,Prince William County,15,1
1953,Pulaski County,6,2
1953,Radford city,8,5
1953,Rappahannock County,15,1
1953,Richmond County,19,0
1953,Richmond city,24,2
1953,Roanoke County,14,2
1953,Roanoke city,21,2
1953,Rockbridge County,10,2
1953,Rockingham County,11,2
1953,Russell County,5,1
1953,Salem city,24,2
1953,Scott County,17,3
1953,Shenandoah County,17,1
1953,Smyth County,3,4
1953,Southampton County,24,0
1953,Spotsylvania County,20,1
1953,Stafford County,19,1
1953,Staunton city,15,4
1953,Suffolk city,28,0
1953,Surry County,17,0
1953,Sussex County,20,1
1953,Tazewell County,3,3
1953,Virginia Beach city,14,0
1953,Warren County,19,2
1953,Washington County,7,3
1953,Waynesboro city,15,3
1953,Westmoreland County,22,0
1953,Williamsburg city,23,0
1953,Winchester city,20,1
1953,Wise County,5,4
1953,Wythe County,3,1
1953,York County,20,0
1954,Accomack County,8,0
1954,Albemarle County,15,6
1954,Alexandria city,14,3
1954,Alleghany County,7,6
1954,Amelia County,20,4
1954,Amherst County,13,4
1954,Appomattox County,16,3
1954,Arlington County,13,3
1954,Augusta County,10,8
1954,Bath County,6,7
1954,Bedford County,12,4
1954,Bland County,2,3
1954,Botetourt County,13,3
1954,Bristol city,12,3
1954,Brunswick County,19,3
1954,Buchanan County,9,2
1954,Buckingham County,15,5
1954,Buena Vista city,16,7
1954,Campbell County,15,4
1954,Caroline County,18,3
1954,Carroll County,6,3
1954,Charles City County,23,0
1954,Charlotte County,23,2
1954,Charlottesville city,23,6
1954,Chesapeake city,21,0
1954,Chesterfield County,20,1
1954,Clarke County,9,4
1954,Colonial Heights city,23,1
1954,Covington city,13,5
1954,Craig County,7,7
1954,Culpeper County,15,4
1954,Cumberland County,18,3
1954,Danville city,23,1
1954,Dickenson County,10,3
1954,Dinwiddie County,23,4
1954,Emporia city,20,4
1954,Essex County,18,2
1954,Fairfax County,10,1
1954,Fairfax city,10,4
1954,Falls Church city,12,4
1954,Fauquier County,13,2
1954,Floyd County,3,4
1954,Fluvanna County,22,2
1954,Franklin County,14,3
1954,Franklin city,23,3
1954,Frederick County,9,8
1954,Fredericksburg city,18,3
1954,Galax city,6,3
1954,Giles County,5,2
1954,Gloucester County,20,0
1954,Goochland County,19,4
1954,Grayson County,1,4
1954,Greene County,13,6
1954,Greensville County,20,3
1954,Halifax County,19,4
1954,Hampton city,17,0
1954,Hanover County,17,3
1954,Harrisonburg city,11,4
1954,Henrico County,20,1
1954,Henry County,20,0
1954,Highland County,1,5
1954,Hopewell city,21,0
1954,Isle of Wight County,19,0
1954,James City County,15,0
1954,King George County,15,2
1954,King William County,26,3
1954,King and Queen County,21,3
1954,Lancaster County,22,0
1954,Lee County,16,2
1954,Loudoun County,11,4
1954,Louisa County,19,6
1954,Lunenburg County,19,4
1954,Lynchburg city,20,7
1954,Madison County,12,5
1954,Manassas Park city,13,3
1954,Manassas city,14,5
1954,Martinsville city,19,1
1954,Mathews County,15,0
1954,Mecklenburg County,27,2
1954,Middlesex County,22,0
1954,Montgomery County,8,4
1954,Nelson County,14,2
1954,New Kent County,25,3
1954,Newport News city,17,0
1954,Norfolk city,15,0
1954,Northampton County,16,0
1954,Northumberland County,17,0
1954,Norton city,5,3
1954,Nottoway County,24,2
1954,Orange County,16,4
1954,Page County,9,9
1954,Patrick County,13,0
1954,Petersburg city,24,1
1954,Pittsylvania County,22,2
1954,Poquoson city,18,0
1954,Portsmouth city,17,0
1954,Powhatan County,16,3
1954,Prince Edward County,21,5
1954,Prince George County,22,0
1954,Prince William County,12,2
1954,Pulaski County,8,4
1954,Radford city,8,6
1954,Rappahannock County,10,5
1954,Richmond County,21,1
1954,Richmond city,24,2
1954,Roanoke County,15,3
1954,Roanoke city,18,3
1954,Rockbridge County,11,4
1954,Rockingham County,10,9
1954,Russell County,7,2
1954,Salem city,18,1
1954,Scott County,16,3
1954,Shenandoah County,11,7
1954,Smyth County,4,3
1954,Southampton County,18,2
1954,Spotsylvania County,19,5
1954,Stafford County,16,4
1954,Staunton city,14,6
1954,Suffolk city,12,2
1954,Surry County,20,0
1954,Sussex County,24,2
1954,Tazewell County,1,4
1954,Virginia Beach city,14,0
1954,Warren County,10,8
1954,Washington County,11,4
1954,Waynesboro city,11,5
1954,Westmoreland County,18,0
1954,Williamsburg city,21,1
1954,Winchester city,9,4
1954,Wise County,5,3
1954,Wythe County,6,0
1954,York County,17,0
1955,Accomack County,10,0
1955,Albemarle County,15,11
1955,Alexandria city,17,6
1955,Alleghany County,3,13
1955,Amelia County,14,6
1955,Amherst County,6,10
1955,Appomattox County,8,10
1955,Arlington County,13,4
1955,Augusta County,1,14
1955,Bedford County,6,8
1955,Botetourt County,7,12
1955,Bristol city,4,7
1955,Brunswick County,17,4
1955,Buchanan County,2,8
1955,Buckingham County,15,11
1955,Buena Vista city,9,11
1955,Campbell County,3,8
1955,Caroline County,16,12
1955,Charles City County,13,0
1955,Charlotte County,11,9
1955,Charlottesville city,12,11
1955,Chesapeake city,11,0
1955,Chesterfield County,13,5
1955,Clarke County,13,10
1955,Colonial Heights city,17,1
1955,Covington city,14,8
1955,Culpeper County,15,9
1955,Cumberland County,15,6
1955,Danville city,13,4
1955,Dickenson County,2,8
1955,Dinwiddie County,19,4
1955,Emporia city,12,1
1955,Essex County,11,4
1955,Fairfax County,15,9
1955,Fairfax city,14,8
1955,Falls Church city,14,6
1955,Fauquier County,13,11
1955,Fluvanna County,15,10
1955,Franklin County,7,8
1955,Franklin city,18,3
1955,Frederick County,12,14
1955,Fredericksburg city,14,10
1955,Gloucester County,17,0
1955,Goochland County,14,9
1955,Greene County,6,12
1955,Greensville County,15,2
1955,Halifax County,12,4
1955,Hampton city,15,0
1955,Hanover County,12,4
1955,Harrisonburg city,7,10
1955,Henrico County,14,6
1955,Henry County,8,7
1955,Hopewell city,15,0
1955,Isle of Wight County,19,0
1955,James City County,17,0
1955,King George County,15,6
1955,King William County,15,4
1955,King and Queen County,18,7
1955,Lancaster County,13,1
1955,Lee County,4,6
1955,Loudoun County,14,8
1955,Louisa County,12,11
1955,Lunenburg County,12,6
1955,Lynchburg city,6,7
1955,Madison County,8,15
1955,Manassas Park city,12,9
1955,Manassas city,10,10
1955,Martinsville city,13,9
1955,Mathews County,15,0
1955,Mecklenburg County,14,6
1955,Middlesex County,14,1
1955,Nelson County,5,13
1955,New Kent County,16,4
1955,Newport News city,15,0
1955,Norfolk city,9,0
1955,Northampton County,10,0
1955,Northumberland County,13,2
1955,Nottoway County,11,9
1955,Orange County,11,8
1955,Page County,4,10
1955,Patrick County,4,10
1955,Petersburg city,15,0
1955,Pittsylvania County,13,6
1955,Poquoson city,12,0
1955,Portsmouth city,9,0
1955,Powhatan County,11,10
1955,Prince Edward County,11,7
1955,Prince George County,15,0
1955,Prince William County,15,10
1955,Pulaski County,1,11
1955,Radford city,2,13
1955,Rappahannock County,5,9
1955,Richmond County,13,5
1955,Richmond city,15,3
1955,Roanoke County,5,12
1955,Roanoke city,12,7
1955,Rockbridge County,6,12
1955,Rockingham County,3,17
1955,Russell County,1,5
1955,Salem city,11,10
1955,Scott County,3,9
1955,Shenandoah County,10,8
1955,Southampton County,15,1
1955,Spotsylvania County,18,9
1955,Stafford County,14,10
1955,Staunton city,9,12
1955,Suffolk city,15,0
1955,Surry County,12,0
1955,Sussex County,19,2
1955,Virginia Beach city,7,0
1955,Warren County,11,12
1955,Washington County,2,7
1955,Waynesboro city,9,8
1955,Westmoreland County,15,8
1955,Williamsburg city,17,0
1955,Winchester city,12,10
1955,York County,13,0
1956,Accomack County,1,0
1956,Albemarle County,7,1
1956,Alexandria city,3,1
1956,Amelia County,11,0
1956,Amherst County,2,1
1956,Appomattox County,7,1
1956,Arlington County,6,1
1956,Augusta County,1,3
1956,Bedford County,6,0
1956,Botetourt County,2,1
1956,Brunswick County,14,0
1956,Buckingham County,11,0
1956,Buena Vista city,5,0
1956,Campbell County,6,0
1956,Caroline County,13,0
1956,Charles City County,13,0
1956,Charlotte County,9,0
1956,Charlottesville city,7,3
1956,Chesapeake city,12,0
1956,Chesterfield County,10,0
1956,Clarke County,3,3
1956,Colonial Heights city,10,0
1956,Covington city,2,2
1956,Culpeper County,6,0
1956,Cumberland County,14,0
1956,Danville city,13,0
1956,Dinwiddie County,18,0
1956,Emporia city,7,0
1956,Essex County,13,0
1956,Fairfax County,6,1
1956,Fairfax city,3,1
1956,Falls Church city,4,0
1956,Fauquier County,4,2
1956,Fluvanna County,13,1
1956,Franklin County,4,1
1956,Franklin city,14,0
1956,Frederick County,2,0
1956,Fredericksburg city,5,0
1956,Gloucester County,12,0
1956,Goochland County,12,0
1956,Greene County,2,2
1956,Greensville County,15,0
1956,Halifax County,10,0
1956,Hampton city,10,0
1956,Hanover County,14,1
1956,Harrisonburg city,1,3
1956,Henrico County,13,0
1956,Henry County,10,1
1956,Hopewell city,14,0
1956,Isle of Wight County,9,0
1956,James City County,16,0
1956,King George County,9,0
1956,King William County,11,0
1956,King and Queen County,15,0
1956,Lancaster County,13,0
1956,Loudoun County,3,2
1956,Louisa County,13,3
1956,Lunenburg County,12,0
1956,Lynchburg city,5,0
1956,Madison County,2,2
1956,Manassas Park city,4,2
1956,Manassas city,4,2
1956,Martinsville city,7,1
1956,Mathews County,7,0
1956,Mecklenburg County,9,0
1956,Middlesex County,11,0
1956,Nelson County,2,1
1956,New Kent County,12,0
1956,Newport News city,10,0
1956,Norfolk city,12,0
1956,Northampton County,4,0
1956,Northumberland County,6,0
1956,Nottoway County,13,0
1956,Orange County,7,0
1956,Page County,1,2
1956,Patrick County,2,1
1956,Petersburg city,20,0
1956,Pittsylvania County,12,0
1956,Poquoson city,10,0
1956,Portsmouth city,12,0
1956,Powhatan County,13,0
1956,Prince Edward County,14,0
1956,Prince George County,13,0
1956,Prince William County,4,0
1956,Rappahannock County,2,0
1956,Richmond County,13,0
1956,Richmond city,9,0
1956,Roanoke County,2,0
1956,Roanoke city,11,0
1956,Rockbridge County,2,2
1956,Rockingham County,1,4
1956,Salem city,7,0
1956,Shenandoah County,1,2
1956,Southampton County,8,0
1956,Spotsylvania County,8,2
1956,Stafford County,9,1
1956,Staunton city,2,2
1956,Suffolk city,16,0
1956,Surry County,11,0
1956,Sussex County,12,0
1956,Virginia Beach city,6,0
1956,Warren County,3,3
1956,Waynesboro city,2,0
1956,Westmoreland County,6,0
1956,Williamsburg city,14,0
1956,Winchester city,2,1
1956,York County,10,0
1957,Accomack County,4,2
1957,Albemarle County,5,5
1957,Alexandria city,12,5
1957,Amelia County,14,4
1957,Amherst County,3,5
1957,Appomattox County,6,3
1957,Arlington County,9,6
1957,Augusta County,1,5
1957,Bedford County,5,5
1957,Botetourt County,2,5
1957,Bristol city,4,5
1957,Brunswick County,18,6
1957,Buchanan County,1,7
1957,Buckingham County,18,5
1957,Buena Vista city,5,5
1957,Campbell County,8,4
1957,Caroline County,14,4
1957,Charles City County,13,3
1957,Charlotte County,13,5
1957,Charlottesville city,13,6
1957,Chesapeake city,14,3
1957,Chesterfield County,17,3
1957,Clarke County,10,4
1957,Colonial Heights city,16,4
1957,Covington city,2,5
1957,Culpeper County,13,8
1957,Cumberland County,16,4
1957,Danville city,15,4
1957,Dinwiddie County,20,4
1957,Emporia city,10,4
1957,Essex County,17,6
1957,Fairfax County,8,4
1957,Fairfax city,7,4
1957,Falls Church city,8,3
1957,Fauquier County,7,5
1957,Fluvanna County,11,6
1957,Franklin County,5,5
1957,Franklin city,18,4
1957,Frederick County,6,7
1957,Fredericksburg city,14,6
1957,Gloucester County,13,3
1957,Goochland County,13,7
1957,Greene County,4,7
1957,Greensville County,17,4
1957,Halifax County,14,4
1957,Hampton city,13,0
1957,Hanover County,17,7
1957,Harrisonburg city,2,7
1957,Henrico County,21,4
1957,Henry County,10,5
1957,Hopewell city,13,3
1957,Isle of Wight County,17,3
1957,James City County,20,3
1957,King George County,13,5
1957,King William County,15,4
1957,King and Queen County,15,6
1957,Lancaster County,12,3
1957,Loudoun County,7,7
1957,Louisa County,16,6
1957,Lunenburg County,16,6
1957,Lynchburg city,8,5
1957,Madison County,6,8
1957,Manassas Park city,7,5
1957,Manassas city,12,4
1957,Martinsville city,12,4
1957,Mathews County,11,3
1957,Mecklenburg County,11,3
1957,Middlesex County,14,3
1957,Nelson County,4,7
1957,New Kent County,14,5
1957,Newport News city,10,3
1957,Norfolk city,14,0
1957,Northampton County,4,2
1957,Northumberland County,7,4
1957,Nottoway County,13,4
1957,Orange County,15,7
1957,Page County,2,5
1957,Petersburg city,11,4
1957,Pittsylvania County,9,5
1957,Poquoson city,16,1
1957,Portsmouth city,10,0
1957,Powhatan County,19,6
1957,Prince Edward County,16,4
1957,Prince George County,16,3
1957,Prince William County,4,6
1957,Rappahannock County,4,6
1957,Richmond County,18,5
1957,Richmond city,18,4
1957,Roanoke County,2,4
1957,Roanoke city,8,5
1957,Rockbridge County,1,7
1957,Rockingham County,1,8
1957,Salem city,10,6
1957,Scott County,1,3
1957,Shenandoah County,5,5
1957,Southampton County,19,3
1957,Spotsylvania County,15,6
1957,Stafford County,8,5
1957,Staunton city,4,7
1957,Suffolk city,21,3
1957,Surry County,12,3
1957,Sussex County,18,3
1957,Virginia Beach city,9,1
1957,Warren County,3,5
1957,Waynesboro city,3,6
1957,Westmoreland County,13,4
1957,Williamsburg city,14,3
1957,Winchester city,4,7
1957,York County,12,3
1958,Accomack County,1,4
1958,Alexandria city,1,11
1958,Amelia County,5,14
1958,Arlington County,1,16
1958,Brunswick County,2,13
1958,Buckingham County,5,14
1958,Campbell County,2,15
1958,Caroline County,4,17
1958,Charles City County,4,9
1958,Charlotte County,1,9
1958,Charlottesville city,3,18
1958,Chesapeake city,3,6
1958,Chesterfield County,4,15
1958,Colonial Heights city,6,8
1958,Culpeper County,1,17
1958,Cumberland County,4,14
1958,Danville city,3,9
1958,Dinwiddie County,5,13
1958,Emporia city,4,10
1958,Essex County,2,12
1958,Fairfax County,1,11
1958,Fluvanna County,5,19
1958,Franklin County,1,15
1958,Franklin city,5,7
1958,Fredericksburg city,1,15
1958,Gloucester County,5,6
1958,Goochland County,1,16
1958,Greensville County,10,11
1958,Halifax County,1,10
1958,Hampton city,7,3
1958,Hanover County,6,14
1958,Henrico County,6,13
1958,Henry County,2,12
1958,Hopewell city,7,7
1958,Isle of Wight County,9,8
1958,James City County,4,6
1958,King George County,7,12
1958,King William County,8,12
1958,King and Queen County,10,12
1958,Lancaster County,5,9
1958,Louisa County,4,16
1958,Lunenburg County,2,15
1958,Lynchburg city,1,15
1958,Manassas city,1,17
1958,Martinsville city,1,13
1958,Mathews County,3,6
1958,Mecklenburg County,1,12
1958,Middlesex County,8,7
1958,New Kent County,8,13
1958,Newport News city,8,4
1958,Norfolk city,6,2
1958,Northampton County,3,4
1958,Northumberland County,3,8
1958,Nottoway County,4,16
1958,Orange County,2,15
1958,Petersburg city,4,11
1958,Pittsylvania County,3,9
1958,Poquoson city,8,4
1958,Portsmouth city,6,2
1958,Powhatan County,7,18
1958,Prince Edward County,1,13
1958,Prince George County,6,9
1958,Prince William County,2,14
1958,Richmond County,2,10
1958,Richmond city,7,14
1958,Roanoke city,4,11
1958,Salem city,3,12
1958,Southampton County,5,11
1958,Spotsylvania County,5,20
1958,Stafford County,5,13
1958,Suffolk city,13,7
1958,Surry County,7,9
1958,Sussex County,5,13
1958,Virginia Beach city,2,2
1958,Westmoreland County,6,8
1958,Williamsburg city,3,9
1958,York County,6,4
1959,Accomack County,7,4
1959,Albemarle County,5,7
1959,Alexandria city,9,5
1959,Alleghany County,3,5
1959,Amelia County,16,5
1959,Amherst County,8,5
1959,Appomattox County,8,6
1959,Arlington County,12,5
1959,Augusta County,2,12
1959,Bath County,1,8
1959,Bedford County,8,5
1959,Botetourt County,4,7
1959,Bristol city,1,8
1959,Brunswick County,9,3
1959,Buckingham County,11,5
1959,Buena Vista city,10,6
1959,Campbell County,8,7
1959,Caroline County,14,8
1959,Charles City County,12,4
1959,Charlotte County,11,5
1959,Charlottesville city,5,6
1959,Chesapeake city,10,4
1959,Chesterfield County,12,6
1959,Clarke County,7,7
1959,Colonial Heights city,10,5
1959,Covington city,7,7
1959,Craig County,2,8
1959,Culpeper County,12,6
1959,Cumberland County,12,5
1959,Danville city,10,4
1959,Dinwiddie County,14,7
1959,Emporia city,12,6
1959,Essex County,11,5
1959,Fairfax County,8,6
1959,Fairfax city,6,6
1959,Falls Church city,7,7
1959,Fauquier County,7,7
1959,Fluvanna County,11,9
1959,Franklin County,5,10
1959,Franklin city,11,6
1959,Frederick County,7,8
1959,Fredericksburg city,13,7
1959,Gloucester County,10,4
1959,Goochland County,10,8
1959,Greene County,4,8
1959,Greensville County,10,6
1959,Halifax County,9,5
1959,Hampton city,9,0
1959,Hanover County,12,6
1959,Harrisonburg city,4,9
1959,Henrico County,12,5
1959,Henry County,10,6
1959,Hopewell city,12,3
1959,Isle of Wight County,17,4
1959,James City County,12,3
1959,King George County,12,7
1959,King William County,12,5
1959,King and Queen County,15,5
1959,Lancaster County,12,5
1959,Loudoun County,7,9
1959,Louisa County,9,6
1959,Lunenburg County,9,6
1959,Lynchburg city,9,4
1959,Madison County,4,9
1959,Manassas Park city,9,6
1959,Manassas city,11,6
1959,Martinsville city,15,7
1959,Mathews County,10,2
1959,Mecklenburg County,8,7
1959,Middlesex County,10,5
1959,Montgomery County,3,8
1959,Nelson County,4,6
1959,New Kent County,16,6
1959,Newport News city,10,1
1959,Norfolk city,9,0
1959,Northampton County,8,1
1959,Northumberland County,14,6
1959,Nottoway County,5,7
1959,Orange County,14,7
1959,Page County,4,8
1959,Patrick County,4,8
1959,Petersburg city,12,5
1959,Pittsylvania County,9,5
1959,Poquoson city,10,0
1959,Portsmouth city,5,0
1959,Powhatan County,13,6
1959,Prince Edward County,12,6
1959,Prince George County,8,3
1959,Prince William County,10,7
1959,Pulaski County,1,10
1959,Radford city,3,7
1959,Rappahannock County,3,8
1959,Richmond County,13,6
1959,Richmond city,17,6
1959,Roanoke County,6,6
1959,Roanoke city,11,5
1959,Rockbridge County,4,8
1959,Rockingham County,2,8
1959,Salem city,11,5
1959,Scott County,1,8
1959,Shenandoah County,5,7
1959,Southampton County,10,7
1959,Spotsylvania County,11,9
1959,Stafford County,12,7
1959,Staunton city,5,9
1959,Suffolk city,10,4
1959,Surry County,9,4
1959,Sussex County,11,6
1959,Virginia Beach city,6,0
1959,Warren County,5,9
1959,Washington County,1,6
1959,Waynesboro city,5,8
1959,Westmoreland County,13,4
1959,Williamsburg city,10,5
1959,Winchester city,6,10
1959,York County,10,4
1960,Albemarle County,2,14
1960,Alexandria city,3,11
1960,Amelia County,6,8
